,solver_short_name,solver_uuid,solution_uuid,problem_instance_short_name,problem_instance_uuid,task_uuid,instance_data_object_uuid,instance_data_object_url,attempted,solved_within_run_time,solved_within_accuracy_requirement,overall_run_time_seconds,is_resource_estimate,num_logical_qubits,num_shots,num_T_gates_per_shot,submitted_by_calendar_due_date,label
54,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,0f8d6c9f-9797-4ae6-85a7-6c046bb18ef2,CuO_0,886ad5bf-d487-48c8-b08c-c9f82b84ed5d,37e1f17b-384d-423d-860b-c75b9dcff951,da86aaff-3ca6-4d32-8da2-e1acfe6c31ab,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.CuO_vdz.da86aaff-3ca6-4d32-8da2-e1acfe6c31ab.gz,True,True,True,4480.487241657,False,,,,True,True
55,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,CuO_0,886ad5bf-d487-48c8-b08c-c9f82b84ed5d,37e1f17b-384d-423d-860b-c75b9dcff951,da86aaff-3ca6-4d32-8da2-e1acfe6c31ab,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.CuO_vdz.da86aaff-3ca6-4d32-8da2-e1acfe6c31ab.gz,False,False,False,,,,,,False,False
56,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,d52dbaf0-a187-416a-9a6f-de360e45bd86,TiO_0,0b91f99e-8de5-415d-a78e-f80e45d621ca,84aa9e2d-18e6-4689-9274-28e89ef44080,98719f34-8ba8-4557-a9fd-b28a84fe7dd1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.TiO_vdz.98719f34-8ba8-4557-a9fd-b28a84fe7dd1.gz,True,True,True,4253.557660319,False,,,,True,True
57,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,TiO_0,0b91f99e-8de5-415d-a78e-f80e45d621ca,84aa9e2d-18e6-4689-9274-28e89ef44080,98719f34-8ba8-4557-a9fd-b28a84fe7dd1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.TiO_vdz.98719f34-8ba8-4557-a9fd-b28a84fe7dd1.gz,False,False,False,,,,,,False,False
58,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,8381849d-0de0-4435-a415-b4ed38d517df,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,4fb7e994-8e7a-4acd-86d4-bb52db824cfc,4ceb8edc-937e-4cb6-9e42-51b6760b2557,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVDZ.4ceb8edc-937e-4cb6-9e42-51b6760b2557.gz,True,True,True,109.031020976,False,,,,True,True
59,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,4fb7e994-8e7a-4acd-86d4-bb52db824cfc,4ceb8edc-937e-4cb6-9e42-51b6760b2557,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVDZ.4ceb8edc-937e-4cb6-9e42-51b6760b2557.gz,False,False,False,,,,,,False,False
60,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,8381849d-0de0-4435-a415-b4ed38d517df,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,f96de7fe-5c88-4083-8c48-72bc094cccfd,4d93ba0f-4ad6-4107-b495-9284d226e13d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVQZ.4d93ba0f-4ad6-4107-b495-9284d226e13d.gz,True,True,False,10842.692060609,False,,,,True,False
61,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,f96de7fe-5c88-4083-8c48-72bc094cccfd,4d93ba0f-4ad6-4107-b495-9284d226e13d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVQZ.4d93ba0f-4ad6-4107-b495-9284d226e13d.gz,False,False,False,,,,,,False,False
62,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,8381849d-0de0-4435-a415-b4ed38d517df,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,620e9ff4-07bf-4767-9237-d39aa659b8e5,c288da42-cf53-4437-a310-24bf3e35e008,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVTZ.c288da42-cf53-4437-a310-24bf3e35e008.gz,True,True,True,968.706285011,False,,,,True,True
63,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,620e9ff4-07bf-4767-9237-d39aa659b8e5,c288da42-cf53-4437-a310-24bf3e35e008,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVTZ.c288da42-cf53-4437-a310-24bf3e35e008.gz,False,False,False,,,,,,False,False
64,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,adc74ef6-eb9d-4ba5-a1e5-5a25c5263cae,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,de3ea361-c2d3-4ab6-add4-ccd43cea6aa8,68af0b80-3d27-4aba-84f9-bcdd30a9255b,sftp://sftp.l3harris.com/gsee/fcidump.59_5_16_noncan_0.2_new.68af0b80-3d27-4aba-84f9-bcdd30a9255b.gz,True,True,True,19.804182431,False,,,,True,True
65,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,45627b50-7c73-45fc-afe9-982602a68ef7,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,de3ea361-c2d3-4ab6-add4-ccd43cea6aa8,68af0b80-3d27-4aba-84f9-bcdd30a9255b,sftp://sftp.l3harris.com/gsee/fcidump.59_5_16_noncan_0.2_new.68af0b80-3d27-4aba-84f9-bcdd30a9255b.gz,True,False,True,637757.3904,True,467,15,2125857968,,False
66,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,adc74ef6-eb9d-4ba5-a1e5-5a25c5263cae,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,6c39d3a7-c71a-4049-a8c7-3a3a4b61d8da,28a7820f-63fe-4920-aeec-a7ffe7e55d83,sftp://sftp.l3harris.com/gsee/fcidump.60_5_16_noncan_0.2_new.28a7820f-63fe-4920-aeec-a7ffe7e55d83.gz,True,True,True,10786.197551932,False,,,,True,True
67,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,45627b50-7c73-45fc-afe9-982602a68ef7,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,6c39d3a7-c71a-4049-a8c7-3a3a4b61d8da,28a7820f-63fe-4920-aeec-a7ffe7e55d83,sftp://sftp.l3harris.com/gsee/fcidump.60_5_16_noncan_0.2_new.28a7820f-63fe-4920-aeec-a7ffe7e55d83.gz,True,False,True,88521386.3664,True,929,78,56744478440,,False
68,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,adc74ef6-eb9d-4ba5-a1e5-5a25c5263cae,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,1ade03f3-06b1-4e95-b271-fea5a6343829,f738fcd6-7ddc-4d70-8ff9-4019e3718b04,sftp://sftp.l3harris.com/gsee/fcidump.61_3_15_af_noncan_0.2_new.f738fcd6-7ddc-4d70-8ff9-4019e3718b04.gz,True,True,True,86.527769673,False,,,,True,True
69,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,45627b50-7c73-45fc-afe9-982602a68ef7,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,1ade03f3-06b1-4e95-b271-fea5a6343829,f738fcd6-7ddc-4d70-8ff9-4019e3718b04,sftp://sftp.l3harris.com/gsee/fcidump.61_3_15_af_noncan_0.2_new.f738fcd6-7ddc-4d70-8ff9-4019e3718b04.gz,True,False,True,2949634.6726400005,True,468,34,4337698048,,False
70,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,adc74ef6-eb9d-4ba5-a1e5-5a25c5263cae,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,ff0da1e2-2c76-4589-aefa-c13bb1a1ef8f,6e2bf415-6a69-4b36-ba0f-780a11cb7c0b,sftp://sftp.l3harris.com/gsee/fcidump.62_3_15_af_noncan_0.2_new.6e2bf415-6a69-4b36-ba0f-780a11cb7c0b.gz,True,True,True,5068.645682333,False,,,,True,True
71,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,45627b50-7c73-45fc-afe9-982602a68ef7,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,ff0da1e2-2c76-4589-aefa-c13bb1a1ef8f,6e2bf415-6a69-4b36-ba0f-780a11cb7c0b,sftp://sftp.l3harris.com/gsee/fcidump.62_3_15_af_noncan_0.2_new.6e2bf415-6a69-4b36-ba0f-780a11cb7c0b.gz,True,False,True,51171417.268,True,955,41,62404167400,,False
72,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,adc74ef6-eb9d-4ba5-a1e5-5a25c5263cae,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,a9c90f98-6557-44d2-9ca0-0c9122f4080c,027490ba-34f9-4340-89ab-27fd110d2821,sftp://sftp.l3harris.com/gsee/fcidump.63_5_15_af_ts_noncan_0.2_new.027490ba-34f9-4340-89ab-27fd110d2821.gz,True,True,True,23.245132636,False,,,,True,True
73,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,45627b50-7c73-45fc-afe9-982602a68ef7,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,a9c90f98-6557-44d2-9ca0-0c9122f4080c,027490ba-34f9-4340-89ab-27fd110d2821,sftp://sftp.l3harris.com/gsee/fcidump.63_5_15_af_ts_noncan_0.2_new.027490ba-34f9-4340-89ab-27fd110d2821.gz,True,False,True,9418123.653120002,True,468,108,4360242432,,False
74,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,adc74ef6-eb9d-4ba5-a1e5-5a25c5263cae,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,a16168e2-98cd-430d-a180-84f64b4d5e75,bae2da57-6a69-483e-95bc-b77f72ebfba8,sftp://sftp.l3harris.com/gsee/fcidump.64_5_15_af_ts_noncan_0.2_new.bae2da57-6a69-483e-95bc-b77f72ebfba8.gz,True,True,True,2742.59386791,False,,,,True,True
75,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,45627b50-7c73-45fc-afe9-982602a68ef7,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,a16168e2-98cd-430d-a180-84f64b4d5e75,bae2da57-6a69-483e-95bc-b77f72ebfba8,sftp://sftp.l3harris.com/gsee/fcidump.64_5_15_af_ts_noncan_0.2_new.bae2da57-6a69-483e-95bc-b77f72ebfba8.gz,True,False,True,696389950.5024,True,956,280,124355348304,,False
76,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,adc74ef6-eb9d-4ba5-a1e5-5a25c5263cae,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,590c2f0b-964b-4d09-96ad-101a9be59cab,72343006-774e-4192-b481-fa840ed25573,sftp://sftp.l3harris.com/gsee/fcidump.65_5_15_af_noncan_0.2_new.72343006-774e-4192-b481-fa840ed25573.gz,True,True,True,18.625922167,False,,,,True,True
77,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,45627b50-7c73-45fc-afe9-982602a68ef7,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,590c2f0b-964b-4d09-96ad-101a9be59cab,72343006-774e-4192-b481-fa840ed25573,sftp://sftp.l3harris.com/gsee/fcidump.65_5_15_af_noncan_0.2_new.72343006-774e-4192-b481-fa840ed25573.gz,True,False,True,26177525.689280003,True,469,151,8668054864,,False
78,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,adc74ef6-eb9d-4ba5-a1e5-5a25c5263cae,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,6e617348-d0b3-4b6d-9923-ea54ba5cf751,ea55abec-8253-445d-85fa-914948b5e5a5,sftp://sftp.l3harris.com/gsee/fcidump.66_5_15_af_noncan_0.2_new.ea55abec-8253-445d-85fa-914948b5e5a5.gz,True,True,True,1226.673639439,False,,,,True,True
79,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,45627b50-7c73-45fc-afe9-982602a68ef7,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,6e617348-d0b3-4b6d-9923-ea54ba5cf751,ea55abec-8253-445d-85fa-914948b5e5a5,sftp://sftp.l3harris.com/gsee/fcidump.66_5_15_af_noncan_0.2_new.ea55abec-8253-445d-85fa-914948b5e5a5.gz,True,False,True,129748323.27808002,True,955,104,62379001576,,False
80,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,5c868a82-d706-4263-9109-c6921142d2f3,FeO_0,55d0ed82-0560-4448-8459-c2ba00654d9d,b8344eb5-f574-4198-b917-8312240ba288,3f1777dc-c493-4aa7-b3d1-6271d9bed459,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.FeO_vdz.3f1777dc-c493-4aa7-b3d1-6271d9bed459.gz,True,True,True,4092.334513012,False,,,,True,True
81,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,FeO_0,55d0ed82-0560-4448-8459-c2ba00654d9d,b8344eb5-f574-4198-b917-8312240ba288,3f1777dc-c493-4aa7-b3d1-6271d9bed459,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.FeO_vdz.3f1777dc-c493-4aa7-b3d1-6271d9bed459.gz,False,False,False,,,,,,False,False
82,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,41bd60b7-f2af-4590-8b96-3f19893499c4,p_h3_0,0c2e43eb-58f3-41ca-a21f-ae46fc2a0e57,af399f2b-a4f8-4fec-aca2-7c126ed989a5,7ffaab25-7912-4ca9-b0e5-9fe8fd00a0e1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.p_h3_cc-pVDZ.7ffaab25-7912-4ca9-b0e5-9fe8fd00a0e1.gz,True,True,True,1871.248258078,False,,,,True,True
83,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,p_h3_0,0c2e43eb-58f3-41ca-a21f-ae46fc2a0e57,af399f2b-a4f8-4fec-aca2-7c126ed989a5,7ffaab25-7912-4ca9-b0e5-9fe8fd00a0e1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.p_h3_cc-pVDZ.7ffaab25-7912-4ca9-b0e5-9fe8fd00a0e1.gz,False,False,False,,,,,,False,False
84,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,41bd60b7-f2af-4590-8b96-3f19893499c4,p_h3_0,0c2e43eb-58f3-41ca-a21f-ae46fc2a0e57,819ff18a-5aad-46df-83ef-bd209e44936b,2b73f8d0-08fe-4cca-9e8a-cda5d21f4761,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.p_h3_cc-pVTZ.2b73f8d0-08fe-4cca-9e8a-cda5d21f4761.gz,True,True,True,4895.960280312,False,,,,True,True
85,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,p_h3_0,0c2e43eb-58f3-41ca-a21f-ae46fc2a0e57,819ff18a-5aad-46df-83ef-bd209e44936b,2b73f8d0-08fe-4cca-9e8a-cda5d21f4761,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.p_h3_cc-pVTZ.2b73f8d0-08fe-4cca-9e8a-cda5d21f4761.gz,False,False,False,,,,,,False,False
86,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,4e88c94c-dcc2-485d-b46b-82ad9b438416,h2_s_0,208f2e50-2b56-4e72-815a-cba5cec1264c,f2f09d9f-8328-4d4a-ba91-089f9e56bf0d,11a0ff0b-3c6f-416f-be8a-a02acd56aeb9,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_s_cc-pVDZ.11a0ff0b-3c6f-416f-be8a-a02acd56aeb9.gz,True,True,True,108.630848856,False,,,,True,True
87,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,3708295d-6a32-44c0-a07e-0361483b05e5,h2_s_0,208f2e50-2b56-4e72-815a-cba5cec1264c,f2f09d9f-8328-4d4a-ba91-089f9e56bf0d,11a0ff0b-3c6f-416f-be8a-a02acd56aeb9,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_s_cc-pVDZ.11a0ff0b-3c6f-416f-be8a-a02acd56aeb9.gz,True,False,True,2652674.75712,True,877,9,14737081984,,False
88,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,4e88c94c-dcc2-485d-b46b-82ad9b438416,h2_s_0,208f2e50-2b56-4e72-815a-cba5cec1264c,3d5186f9-82b3-4de0-9bc1-242d7bdb678a,57afbbf8-5819-4ee7-b540-95974b8a1a3f,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_s_cc-pVQZ.57afbbf8-5819-4ee7-b540-95974b8a1a3f.gz,True,True,False,10861.548324698,False,,,,True,False
89,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,h2_s_0,208f2e50-2b56-4e72-815a-cba5cec1264c,3d5186f9-82b3-4de0-9bc1-242d7bdb678a,57afbbf8-5819-4ee7-b540-95974b8a1a3f,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_s_cc-pVQZ.57afbbf8-5819-4ee7-b540-95974b8a1a3f.gz,False,False,False,,,,,,False,False
90,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,4e88c94c-dcc2-485d-b46b-82ad9b438416,h2_s_0,208f2e50-2b56-4e72-815a-cba5cec1264c,ec0baf59-05f5-49df-b5e5-8f887d822a10,83f0f242-e184-4581-a77a-f019731d8a6f,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_s_cc-pVTZ.83f0f242-e184-4581-a77a-f019731d8a6f.gz,True,True,True,10964.636267174,False,,,,True,True
91,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,h2_s_0,208f2e50-2b56-4e72-815a-cba5cec1264c,ec0baf59-05f5-49df-b5e5-8f887d822a10,83f0f242-e184-4581-a77a-f019731d8a6f,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_s_cc-pVTZ.83f0f242-e184-4581-a77a-f019731d8a6f.gz,False,False,False,,,,,,False,False
92,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,3ff33fa5-28ba-40b0-b6db-b614fe0b44c5,Sc_0,67f72316-2262-44fb-8c0a-e159e1cd0cf0,fb87d637-aaab-4e8f-8898-4ecca8bd0fe0,9da0b1fb-c6a5-4da5-b390-3920e3c26154,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc0_vdz.9da0b1fb-c6a5-4da5-b390-3920e3c26154.gz,True,True,True,11233.774799152,False,,,,True,True
93,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,Sc_0,67f72316-2262-44fb-8c0a-e159e1cd0cf0,fb87d637-aaab-4e8f-8898-4ecca8bd0fe0,9da0b1fb-c6a5-4da5-b390-3920e3c26154,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc0_vdz.9da0b1fb-c6a5-4da5-b390-3920e3c26154.gz,False,False,False,,,,,,False,False
94,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,3ff33fa5-28ba-40b0-b6db-b614fe0b44c5,Sc_0,67f72316-2262-44fb-8c0a-e159e1cd0cf0,96c6a0d7-8a1e-4189-a934-833b80ade346,85c6b46a-59fe-4506-89d3-e6faec2383e2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc0_vqz.85c6b46a-59fe-4506-89d3-e6faec2383e2.gz,True,True,False,16639.344150102,False,,,,True,False
95,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,Sc_0,67f72316-2262-44fb-8c0a-e159e1cd0cf0,96c6a0d7-8a1e-4189-a934-833b80ade346,85c6b46a-59fe-4506-89d3-e6faec2383e2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc0_vqz.85c6b46a-59fe-4506-89d3-e6faec2383e2.gz,False,False,False,,,,,,False,False
96,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,3ff33fa5-28ba-40b0-b6db-b614fe0b44c5,Sc_0,67f72316-2262-44fb-8c0a-e159e1cd0cf0,dc1da839-0ccc-434c-bf9c-a3874ffc3b1c,83008296-5ec9-4af7-a03b-372025fad080,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc0_vtz.83008296-5ec9-4af7-a03b-372025fad080.gz,True,True,True,3836.66365794,False,,,,True,True
97,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,Sc_0,67f72316-2262-44fb-8c0a-e159e1cd0cf0,dc1da839-0ccc-434c-bf9c-a3874ffc3b1c,83008296-5ec9-4af7-a03b-372025fad080,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc0_vtz.83008296-5ec9-4af7-a03b-372025fad080.gz,False,False,False,,,,,,False,False
98,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,66aa329b-6406-43d7-a390-30d8280625cc,na_cl_0,3f141f05-532b-478d-b38a-2ae07baadc88,da831b60-89ce-4c01-96f9-c9f8a4512aab,cd31956d-bef5-4112-9959-510170644e72,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVDZ.cd31956d-bef5-4112-9959-510170644e72.gz,True,True,True,243.353667374,False,,,,True,True
99,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,na_cl_0,3f141f05-532b-478d-b38a-2ae07baadc88,da831b60-89ce-4c01-96f9-c9f8a4512aab,cd31956d-bef5-4112-9959-510170644e72,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVDZ.cd31956d-bef5-4112-9959-510170644e72.gz,False,False,False,,,,,,False,False
100,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,66aa329b-6406-43d7-a390-30d8280625cc,na_cl_0,3f141f05-532b-478d-b38a-2ae07baadc88,a2f9649f-0f47-4a5d-a6a7-b0bebc848797,677d97ee-5a46-4d49-82d6-ca3fc98a59a7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVQZ.677d97ee-5a46-4d49-82d6-ca3fc98a59a7.gz,True,True,False,12898.75064746,False,,,,True,False
101,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,na_cl_0,3f141f05-532b-478d-b38a-2ae07baadc88,a2f9649f-0f47-4a5d-a6a7-b0bebc848797,677d97ee-5a46-4d49-82d6-ca3fc98a59a7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVQZ.677d97ee-5a46-4d49-82d6-ca3fc98a59a7.gz,False,False,False,,,,,,False,False
102,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,66aa329b-6406-43d7-a390-30d8280625cc,na_cl_0,3f141f05-532b-478d-b38a-2ae07baadc88,01ec60f7-d38a-4c33-a498-659a388e10ee,444f3f27-904b-463f-b2f2-c92686c9637d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVTZ.444f3f27-904b-463f-b2f2-c92686c9637d.gz,True,True,True,4829.151006293,False,,,,True,True
103,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,na_cl_0,3f141f05-532b-478d-b38a-2ae07baadc88,01ec60f7-d38a-4c33-a498-659a388e10ee,444f3f27-904b-463f-b2f2-c92686c9637d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVTZ.444f3f27-904b-463f-b2f2-c92686c9637d.gz,False,False,False,,,,,,False,False
104,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,469f0c7c-5519-4ebe-87ee-e72e679ae009,c2_h2_0,0ca102a7-dad4-4d42-8c73-9acfa45378d7,2761e36e-f001-42af-8086-f507b5643ec8,5b507b3d-b6fc-4e13-9586-06113819d99f,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h2_cc-pVDZ.5b507b3d-b6fc-4e13-9586-06113819d99f.gz,True,True,True,15773.75200604,False,,,,True,True
105,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,c2_h2_0,0ca102a7-dad4-4d42-8c73-9acfa45378d7,2761e36e-f001-42af-8086-f507b5643ec8,5b507b3d-b6fc-4e13-9586-06113819d99f,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h2_cc-pVDZ.5b507b3d-b6fc-4e13-9586-06113819d99f.gz,False,False,False,,,,,,False,False
106,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,469f0c7c-5519-4ebe-87ee-e72e679ae009,c2_h2_0,0ca102a7-dad4-4d42-8c73-9acfa45378d7,b1352b0c-aa96-4f58-a0e2-356d3c43c8a1,57793481-c847-4746-8241-ea949add5f87,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h2_cc-pVTZ.57793481-c847-4746-8241-ea949add5f87.gz,True,True,True,3697.318244384,False,,,,True,True
107,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,,c2_h2_0,0ca102a7-dad4-4d42-8c73-9acfa45378d7,b1352b0c-aa96-4f58-a0e2-356d3c43c8a1,57793481-c847-4746-8241-ea949add5f87,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h2_cc-pVTZ.57793481-c847-4746-8241-ea949add5f87.gz,False,False,False,,,,,,False,False
108,DMRG_Niagara_cluster_lowest_energy,16537433-9f4c-4eae-a65d-787dc3b35b59,e56c64b7-8284-413e-8c7f-926ed46ab58f,li_f_0,e48e7467-1fcd-478b-a599-f4ce881c57b9,80043b93-039c-4d5a-abcb-84b8f25f7abb,19cf5a4d-e90f-4ab1-a062-b20089724a63,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_f_cc-pVDZ.19cf5a4d-e90f-4ab1-a062-b20089724a63.gz,True,True,True,109.965612169,False,,,,True,True
109,DF QPE,f2d73e1f-3058-43c4-a634-b6c267c84ff1,db512031-6365-43a4-b858-61bd218f539c,li_f_0,e48e7467-1fcd-478b-a599-f4ce881c57b9,80043b93-039c-4d5a-abcb-84b8f25f7abb,19cf5a4d-e90f-4ab1-a062-b20089724a63,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_f_cc-pVDZ.19cf5a4d-e90f-4ab1-a062-b20089724a63.gz,True,False,True,422640.44688000006,True,874,3,7044007448,,False
