,solver_short_name,solver_uuid,solution_uuid,problem_instance_short_name,problem_instance_uuid,task_uuid,instance_data_object_uuid,instance_data_object_url,num_orbitals,time_limit_seconds,accuracy_tol,reference_energy,calendar_due_date,attempted,solved_within_run_time,solved_within_accuracy_requirement,overall_run_time_seconds,is_resource_estimate,num_logical_qubits,num_shots,num_T_gates_per_shot,re_circuit_repetitions_per_calculation,re_calculation_repetitions,re_total_circuit_repetitions,re_logical_abstract_num_qubits,re_logical_abstract_t_count,re_logical_architecture_description,re_logical_compiled_num_qubits,re_logical_compiled_t_count,re_logical_compiled_num_t_factories,re_physical_architecture_description,re_physical_code_name,re_physical_code_distance,re_physical_runtime,re_physical_num_qubits,re_physical_t_count,re_physical_num_t_factories,submitted_by_calendar_due_date,label,reported_energy
450,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,d1f79a1a-d4df-45fc-9068-f29ddc09a2aa,na_cl_0,3f141f05-532b-478d-b38a-2ae07baadc88,a2f9649f-0f47-4a5d-a6a7-b0bebc848797,677d97ee-5a46-4d49-82d6-ca3fc98a59a7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVQZ.677d97ee-5a46-4d49-82d6-ca3fc98a59a7.gz,118,86400,1.0,-621.7073899161356,,True,True,True,9335.819,False,,,,,,,,,,,,,,,,,,,,True,True,-621.694324121439
459,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,d1f79a1a-d4df-45fc-9068-f29ddc09a2aa,na_cl_0,3f141f05-532b-478d-b38a-2ae07baadc88,01ec60f7-d38a-4c33-a498-659a388e10ee,444f3f27-904b-463f-b2f2-c92686c9637d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVTZ.444f3f27-904b-463f-b2f2-c92686c9637d.gz,68,86400,1.0,-621.6791687419825,,True,True,True,2461.3410000000003,False,,,,,,,,,,,,,,,,,,,,True,True,-621.6332398891691
468,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,69620e62-1ce7-46dd-bf10-f33db89da5b5,c2_h2_0,0ca102a7-dad4-4d42-8c73-9acfa45378d7,2761e36e-f001-42af-8086-f507b5643ec8,5b507b3d-b6fc-4e13-9586-06113819d99f,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h2_cc-pVDZ.5b507b3d-b6fc-4e13-9586-06113819d99f.gz,38,86400,1.0,-77.11057384518455,,True,True,True,8381.752,False,,,,,,,,,,,,,,,,,,,,True,True,-76.57965259731706
477,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,69620e62-1ce7-46dd-bf10-f33db89da5b5,c2_h2_0,0ca102a7-dad4-4d42-8c73-9acfa45378d7,b1352b0c-aa96-4f58-a0e2-356d3c43c8a1,57793481-c847-4746-8241-ea949add5f87,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h2_cc-pVTZ.57793481-c847-4746-8241-ea949add5f87.gz,88,86400,1.0,-77.18881666659045,,True,True,True,55299.387,False,,,,,,,,,,,,,,,,,,,,True,True,-76.64742330705258
486,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,f040a8dc-b1e4-4b33-9939-e5102ee4af07,li_f_0,e48e7467-1fcd-478b-a599-f4ce881c57b9,80043b93-039c-4d5a-abcb-84b8f25f7abb,19cf5a4d-e90f-4ab1-a062-b20089724a63,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_f_cc-pVDZ.19cf5a4d-e90f-4ab1-a062-b20089724a63.gz,28,86400,1.0,-107.15554124510972,,True,True,True,32.603,False,,,,,,,,,,,,,,,,,,,,True,True,-107.03260295227747
495,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,f040a8dc-b1e4-4b33-9939-e5102ee4af07,li_f_0,e48e7467-1fcd-478b-a599-f4ce881c57b9,0485949f-722c-49ee-a748-eec54801f021,2294b211-7a05-445e-810d-4c1706e1444c,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_f_cc-pVQZ.2294b211-7a05-445e-810d-4c1706e1444c.gz,110,86400,1.0,-107.30032314741152,,True,True,True,9640.951000000001,False,,,,,,,,,,,,,,,,,,,,True,True,-107.23901147454909
504,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,f040a8dc-b1e4-4b33-9939-e5102ee4af07,li_f_0,e48e7467-1fcd-478b-a599-f4ce881c57b9,b80345ff-5df9-4fb3-86ab-0a25188b296d,c0df5db1-1bc0-40f5-9cff-6aa2867aba7c,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_f_cc-pVTZ.c0df5db1-1bc0-40f5-9cff-6aa2867aba7c.gz,60,86400,1.0,-107.26376537769306,,True,True,True,1215.736,False,,,,,,,,,,,,,,,,,,,,True,True,-107.17472748607027
513,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,19665cbe-7297-4e70-a009-843f2b5557e9,h2_c_o_0,25fd617b-8e7f-4422-9e97-cc3f6b0d3876,d58cb72b-e144-4164-aec0-309aaef6394c,d3d8851e-f3df-490c-975a-467933bd9fa1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_c_o_cc-pVDZ.d3d8851e-f3df-490c-975a-467933bd9fa1.gz,38,86400,1.0,-114.2196776531971,,True,True,True,3813.402,False,,,,,,,,,,,,,,,,,,,,True,True,-113.73506322315535
522,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,h2_c_o_0,25fd617b-8e7f-4422-9e97-cc3f6b0d3876,ed09e1bf-40f3-4bf0-b9c7-7bb1990c5cae,f1c78add-0e23-423a-bb96-f1370626aa47,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_c_o_cc-pVTZ.f1c78add-0e23-423a-bb96-f1370626aa47.gz,88,86400,1.0,-114.33491928834412,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
531,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,planted_solution_0011,766ba2da-e72a-4e03-a739-f97269026fc4,0021e256-8e13-42db-839d-e9155e8af82c,befcf6f0-cfcb-49b7-b661-de48ad8a44c8,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0011.befcf6f0-cfcb-49b7-b661-de48ad8a44c8.gz,31,86400,1.0,-588.2719562417219,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
540,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,255d8c7d-9113-421b-953e-1ced9eed98a8,Mn_0,bc202949-d76c-4962-b937-5c12b298b8b4,289f5dfe-e6d5-48a3-a6ae-25088321d3c6,a83413fb-96e3-466e-910b-6d4bab7cdf1d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Mn0_vdz.a83413fb-96e3-466e-910b-6d4bab7cdf1d.gz,54,86400,1.0,-103.94226,,True,True,True,8676.072,False,,,,,,,,,,,,,,,,,,,,True,True,-103.85750188638296
549,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,Mn_0,bc202949-d76c-4962-b937-5c12b298b8b4,24f12fad-130e-44fc-8b07-bc26c5a3d878,07c9da30-e172-4183-a8af-301628b75f1c,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Mn0_vtz.07c9da30-e172-4183-a8af-301628b75f1c.gz,88,86400,1.0,-104.06366,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
558,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,planted_solution_0008,b57eb979-5c09-4974-97b4-5862e109a1ae,af56de36-35aa-44b9-8eb7-b9c1e8f7d0f3,44060124-8f2d-4a91-80a9-5a29f0f4f716,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0008.44060124-8f2d-4a91-80a9-5a29f0f4f716.gz,14,86400,1.0,-117.1341466614673,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
567,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,98460601-c89a-4794-b605-7eec3ddaa55b,mo_n2,664ec8e4-09d5-41cc-6266-ddb26219366f,00ba4917-d66a-4335-819f-43390dfc9929,23aa47ca-9afe-4086-bd97-75de310e033e,sftp://sftp.l3harris.com/gsee/fcidump.9_mo_n2-_noncan_0.2_new.23aa47ca-9afe-4086-bd97-75de310e033e.gz,31,172800,1.0,-4800.64948758995,2124-03-20T20:48:21.795324+00:00,True,True,True,213.118,False,,,,,,,,,,,,,,,,,,,,True,True,-4800.649396570814
576,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,mo_n2,664ec8e4-09d5-41cc-6266-ddb26219366f,b9cc699a-80f8-4280-9731-23dee4d5a6a5,e10bd99a-435c-41cd-84f1-41bd67890fc7,sftp://sftp.l3harris.com/gsee/fcidump.10_fecp2+_s0.5_noncan_0.2_new.e10bd99a-435c-41cd-84f1-41bd67890fc7.gz,46,172800,1.0,,2124-03-20T20:48:21.795324+00:00,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
585,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,98460601-c89a-4794-b605-7eec3ddaa55b,mo_n2,664ec8e4-09d5-41cc-6266-ddb26219366f,dfd78a05-437d-4667-88d7-7e2a3384b816,b71baf3c-d5f0-4f8d-aead-648ba69a058e,sftp://sftp.l3harris.com/gsee/fcidump.11_fecp2_s0_noncan_0.2_new.b71baf3c-d5f0-4f8d-aead-648ba69a058e.gz,46,172800,1.0,-1647.3491358097,2124-03-20T20:48:21.795324+00:00,True,True,True,6947.486,False,,,,,,,,,,,,,,,,,,,,True,True,-1647.3521735515683
594,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,98460601-c89a-4794-b605-7eec3ddaa55b,mo_n2,664ec8e4-09d5-41cc-6266-ddb26219366f,35c1aee4-4ef3-4e18-bc2a-377cf45e8fa1,77c12db8-c32e-4f88-8552-9762a0fff763,sftp://sftp.l3harris.com/gsee/fcidump.12_mo_n2_noncan_0.2_new.77c12db8-c32e-4f88-8552-9762a0fff763.gz,30,172800,1.0,-4800.62572354644,2124-03-20T20:48:21.795324+00:00,True,True,True,239.808,False,,,,,,,,,,,,,,,,,,,,True,True,-4800.625611111302
603,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,li_h_0,6d355019-13aa-41fc-a530-31d5f968ba22,92917287-d937-410c-bb70-c1f34224fab7,9c6f0876-5690-4391-a98c-0347d111257e,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_h_cc-pVDZ.9c6f0876-5690-4391-a98c-0347d111257e.gz,19,86400,1.0,-8.014358466118416,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
612,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,11830fac-ac3a-444b-bfd8-43d82a999fd3,li_h_0,6d355019-13aa-41fc-a530-31d5f968ba22,13b4bdcc-1cef-419a-92b1-156febff71d4,c21d87dd-9338-4498-8ed6-95b0dacd75b1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_h_cc-pVQZ.c21d87dd-9338-4498-8ed6-95b0dacd75b1.gz,85,86400,1.0,-8.023909093090127,,True,True,True,473.116,False,,,,,,,,,,,,,,,,,,,,True,True,-7.9789932674519575
621,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,11830fac-ac3a-444b-bfd8-43d82a999fd3,li_h_0,6d355019-13aa-41fc-a530-31d5f968ba22,d15db194-aa2d-4de9-8f86-fcffeb82f38b,02d12f52-ff42-4adf-99b9-acada93cb96b,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_h_cc-pVTZ.02d12f52-ff42-4adf-99b9-acada93cb96b.gz,44,86400,1.0,-8.022302449356395,,True,True,True,11.120999999999999,False,,,,,,,,,,,,,,,,,,,,True,True,-7.97370496186652
630,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,li2_0,3301a356-21a9-472b-8021-f02f4d2c9eec,e7d3b8bd-ff6c-44f6-8a9e-b9b75396cee0,243670ee-2d2e-4d90-abc1-16938a04a80b,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li2_cc-pVDZ.243670ee-2d2e-4d90-abc1-16938a04a80b.gz,28,86400,1.0,-14.90054725426568,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
639,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,cc2e81a7-d514-4116-92d0-d2761e64d1a3,li2_0,3301a356-21a9-472b-8021-f02f4d2c9eec,aaa24a30-ade6-44a6-b6aa-51bf54c31eef,6224abe8-831e-4b52-b8d9-8ebac0a35c2b,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li2_cc-pVQZ.6224abe8-831e-4b52-b8d9-8ebac0a35c2b.gz,110,86400,1.0,-14.903673820903151,,True,True,True,1282.224,False,,,,,,,,,,,,,,,,,,,,True,True,-14.905289827359612
648,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,cc2e81a7-d514-4116-92d0-d2761e64d1a3,li2_0,3301a356-21a9-472b-8021-f02f4d2c9eec,410cd417-988a-4f7f-99ad-93dda7eacdcb,26d2547c-96a4-400d-9528-9987ae6699b2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li2_cc-pVTZ.26d2547c-96a4-400d-9528-9987ae6699b2.gz,60,86400,1.0,-14.903161904021912,,True,True,True,64.243,False,,,,,,,,,,,,,,,,,,,,True,True,-14.897613114223022
657,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,44c0fee2-95b4-4dd5-90a9-3ea06d6cf7fb,h_f_0,892e3341-7186-44c6-9a1a-20f270ddc8b8,b59bd259-4941-4cec-bca5-e2795c35d8e0,b93a2eeb-79c3-4f98-8919-f5e0aaedcea7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h_f_cc-pVDZ.b93a2eeb-79c3-4f98-8919-f5e0aaedcea7.gz,19,86400,1.0,-100.2286401848582,,True,True,True,20.169,False,,,,,,,,,,,,,,,,,,,,True,True,-100.07742690106795
666,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,h_f_0,892e3341-7186-44c6-9a1a-20f270ddc8b8,9e3c577f-a25d-42f5-a809-61dfb63a52de,ff2ff7dd-2eb8-4565-a59e-76a47db07fbc,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h_f_cc-pVQZ.ff2ff7dd-2eb8-4565-a59e-76a47db07fbc.gz,85,86400,1.0,-100.37341675527789,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
675,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,44c0fee2-95b4-4dd5-90a9-3ea06d6cf7fb,h_f_0,892e3341-7186-44c6-9a1a-20f270ddc8b8,daa86ad6-bda9-4d47-a50d-4ec34801bd82,819ffa8e-51ee-4e78-aa07-17686d7a9488,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h_f_cc-pVTZ.819ffa8e-51ee-4e78-aa07-17686d7a9488.gz,44,86400,1.0,-100.33860747196128,,True,True,True,601.17,False,,,,,,,,,,,,,,,,,,,,True,True,-100.18910344914426
684,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,Fe_0,05abb33d-ecea-406f-8832-31a814b26dfd,5b8f4746-a08b-4ec5-92e2-ce55cc2fdb75,133ec573-3d06-4582-b2f5-8afe8be8dbe3,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Fe0_vdz.133ec573-3d06-4582-b2f5-8afe8be8dbe3.gz,54,86400,1.0,-123.51812,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
693,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,Fe_0,05abb33d-ecea-406f-8832-31a814b26dfd,c63f5f9b-ee73-4887-949b-dd1e74c31874,cb274492-6acb-4426-a4f6-8cb4a8cef3c5,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Fe0_vtz.cb274492-6acb-4426-a4f6-8cb4a8cef3c5.gz,88,86400,1.0,-123.6572,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
702,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,planted_solution_0010,bf3fb654-72c7-4fd4-bfd1-9ffef5aaebd8,7cc1ed5c-0dcb-4315-9e51-2ae94b5cdd02,eea867d0-285e-462d-94ab-15579c782be7,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0010.eea867d0-285e-462d-94ab-15579c782be7.gz,30,86400,1.0,-534.4214123703147,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
711,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,4357d5bb-ed2b-466a-947b-e868afb81d3d,1dc29784-ab7f-45a1-9821-31fea4363d74,sftp://sftp.l3harris.com/gsee/fcidump.2_co2_0.2_old.1dc29784-ab7f-45a1-9821-31fea4363d74.gz,6,172800,1.0,-187.721413991188,2124-03-20T20:48:21.795324+00:00,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
720,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,b164af91-a758-445c-8e78-610ffd2ad795,5dbed2ac-f9a4-4afe-9b18-f67378a51fb2,sftp://sftp.l3harris.com/gsee/fcidump.7_melact_0.2_old.5dbed2ac-f9a4-4afe-9b18-f67378a51fb2.gz,9,172800,1.0,-380.9018801594908,2124-03-20T20:48:21.795324+00:00,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
729,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,28bd4997-c04c-4914-9984-0101713041fe,587f69a8-4295-4d6d-811e-0eacfbc5f6dd,sftp://sftp.l3harris.com/gsee/fcidump.8_melact_0.2_old.587f69a8-4295-4d6d-811e-0eacfbc5f6dd.gz,14,172800,1.0,-380.8881748288609,2124-03-20T20:48:21.795324+00:00,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
738,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,dcf2b441-b297-4a89-ae18-5778ec2d674d,46aea10c-d57f-4133-9837-3c57d474d9a2,sftp://sftp.l3harris.com/gsee/fcidump.0_ru_macho_noncan_0.2_new.46aea10c-d57f-4133-9837-3c57d474d9a2.gz,12,172800,1.0,-2021.175594529969,2124-03-20T20:48:21.795324+00:00,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
747,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,53a7cc17-ef7b-4d66-8f6e-1ffeddfba583,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,6346b7fe-a4a5-4b10-a79b-706d4339923e,496aaf89-2cdf-43cf-8b25-246e915cc8b5,sftp://sftp.l3harris.com/gsee/fcidump.1_ru_macho_noncan_0.2_new.496aaf89-2cdf-43cf-8b25-246e915cc8b5.gz,33,172800,1.0,-2021.356651702967,2124-03-20T20:48:21.795324+00:00,True,True,True,357.68899999999996,False,,,,,,,,,,,,,,,,,,,,True,True,-2021.356382591519
756,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,53a7cc17-ef7b-4d66-8f6e-1ffeddfba583,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,68db6781-dd54-43c4-b667-7b754c4d5cdb,0d7e4a74-fd11-46e3-ba22-044a7ebc54c7,sftp://sftp.l3harris.com/gsee/fcidump.3_ts_ru_macho_co2_noncan_0.2_new.0d7e4a74-fd11-46e3-ba22-044a7ebc54c7.gz,23,172800,1.0,-2208.990491372022,2124-03-20T20:48:21.795324+00:00,True,True,True,29.71,False,,,,,,,,,,,,,,,,,,,,True,True,-2208.990448900479
765,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,d3ecd428-ee03-4d8b-aa14-af4d935781ed,e5e63f77-dbaa-431c-a53f-93c0f4c0758d,sftp://sftp.l3harris.com/gsee/fcidump.4_ts_ru_macho_co2_noncan_0.2_new.e5e63f77-dbaa-431c-a53f-93c0f4c0758d.gz,45,172800,1.0,-2209.163580420163,2124-03-20T20:48:21.795324+00:00,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
774,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,53a7cc17-ef7b-4d66-8f6e-1ffeddfba583,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,89253c8f-0f01-4046-a138-1bada22f0a6a,d7bea809-6e34-49f8-8daf-8d728dd18268,sftp://sftp.l3harris.com/gsee/fcidump.5_ts_ru_macho_melact_noncan_0.2_new.d7bea809-6e34-49f8-8daf-8d728dd18268.gz,21,172800,1.0,-2402.040506564869,2124-03-20T20:48:21.795324+00:00,True,True,True,30.649,False,,,,,,,,,,,,,,,,,,,,True,True,-2402.040541822412
783,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,53a7cc17-ef7b-4d66-8f6e-1ffeddfba583,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,842d2152-2f91-4dce-b088-7ed26afb2381,73ae455f-a729-4fac-a626-5654b03c1ef5,sftp://sftp.l3harris.com/gsee/fcidump.6_ts_ru_macho_melact_noncan_0.2_new.73ae455f-a729-4fac-a626-5654b03c1ef5.gz,42,172800,1.0,-2402.219494504201,2124-03-20T20:48:21.795324+00:00,True,True,True,1410.0169999999998,False,,,,,,,,,,,,,,,,,,,,True,True,-2402.2197448093143
792,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,6c0cfb97-f02f-41d0-b2e8-448c2a9e45f5,Cu_1,d5c7ab73-dfc1-499e-9027-601476004107,5f5fee92-5821-4d38-a54a-d204660f205f,6facf2d4-6cb3-49b6-8b66-3bd21c1461ec,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cu1_vdz.6facf2d4-6cb3-49b6-8b66-3bd21c1461ec.gz,54,86400,1.0,-196.96723,,True,True,True,10377.657,False,,,,,,,,,,,,,,,,,,,,True,True,-196.9672293247476
801,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,6c0cfb97-f02f-41d0-b2e8-448c2a9e45f5,Cu_1,d5c7ab73-dfc1-499e-9027-601476004107,1c7f5399-8982-4daf-81a5-7cef4e4588cc,68952c71-d281-40fa-bcd2-cb0352f70a89,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cu1_vtz.68952c71-d281-40fa-bcd2-cb0352f70a89.gz,88,86400,1.0,-197.16304,,True,True,True,5508.048999999999,False,,,,,,,,,,,,,,,,,,,,True,True,-197.16315994746793
810,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,931fa161-2314-4ff5-8f38-9a4e9297990c,n_h3_0,127cfea5-8a7d-45a0-9012-949816a0b8d9,77c3a92c-066c-4043-a4a1-5e8324014d0b,9820e181-088a-4b00-8a14-8cafb952ccdd,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n_h3_cc-pVDZ.9820e181-088a-4b00-8a14-8cafb952ccdd.gz,29,86400,1.0,-56.40247687620448,,True,True,True,222.96,False,,,,,,,,,,,,,,,,,,,,True,True,-56.049235870165475
819,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,931fa161-2314-4ff5-8f38-9a4e9297990c,n_h3_0,127cfea5-8a7d-45a0-9012-949816a0b8d9,1094e868-f84e-403b-9b54-50802b1cdb60,3b423f54-aa64-4331-a59b-d6c37de1fbb6,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n_h3_cc-pVTZ.3b423f54-aa64-4331-a59b-d6c37de1fbb6.gz,72,86400,1.0,-56.47363394407086,,True,True,True,6666.918000000001,False,,,,,,,,,,,,,,,,,,,,True,True,-56.106561198185254
828,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,,planted_solution_0006,42958a3e-8b35-4992-acd8-6711848066c1,d28f02ba-d43f-4df9-a01a-f1e8ac326e08,a4b9a6bd-4479-44b2-b172-642f74396781,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0006.a4b9a6bd-4479-44b2-b172-642f74396781.gz,14,86400,1.0,-113.97424557507351,,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,
837,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,39d3202e-d774-4bbb-a447-65226ec51a5d,n2_h4_0,f1a6b508-75e8-4afb-9c81-fc61af11b523,828c931b-4d5a-486e-ba26-abb293c1ccef,aba33661-3ce8-4f28-824f-e98244906d94,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n2_h4_cc-pVDZ.aba33661-3ce8-4f28-824f-e98244906d94.gz,48,86400,1.0,-111.5710695308248,,True,True,True,8649.079,False,,,,,,,,,,,,,,,,,,,,True,True,-111.04640332059418
846,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,eb9a9b2e-a7ab-4b1c-b368-2836b59c97cb,c2_h4_0,9fbd9b4c-5ea9-4095-af7b-7d4491399e42,26423f2e-e3e1-4bbb-b2ff-52bdae87d65b,40035d66-75b8-4b6e-95e5-8b1a3ff1a61d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h4_cc-pVDZ.40035d66-75b8-4b6e-95e5-8b1a3ff1a61d.gz,48,86400,1.0,-78.35588036909999,,True,True,True,22349.804,False,,,,,,,,,,,,,,,,,,,,True,True,-77.63253331087166
855,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,eb9a9b2e-a7ab-4b1c-b368-2836b59c97cb,c2_h4_0,9fbd9b4c-5ea9-4095-af7b-7d4491399e42,9757b7c2-d420-4ebb-8da7-38238951a5ca,4bd40563-25e1-4334-bf15-3ccd36c05ab2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h4_cc-pVTZ.4bd40563-25e1-4334-bf15-3ccd36c05ab2.gz,116,86400,1.0,-78.4398389278,,True,True,True,14686.329,False,,,,,,,,,,,,,,,,,,,,True,True,-77.70463760605617
864,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,4ce69e24-a865-4eef-914b-7ccd638b7484,O_1,d712afaf-6ec4-42d9-b5fd-1edee3ec1046,752966e5-7de7-4506-82ae-6b22cd54b1c1,0767fb16-25bd-4f1c-b134-6b536191b36e,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O1_vdz.0767fb16-25bd-4f1c-b134-6b536191b36e.gz,22,86400,1.0,-15.300670000000002,,True,True,True,7.348,False,,,,,,,,,,,,,,,,,,,,True,True,-15.300666871676707
873,SHCI_opt,2dde727e-a881-44fa-aabf-bba6248e4baf,4ce69e24-a865-4eef-914b-7ccd638b7484,O_1,d712afaf-6ec4-42d9-b5fd-1edee3ec1046,64122cc6-e1bb-4c11-8d00-2189d27194f1,3b587c2c-9579-4c7b-8b3f-e00c69c42981,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O1_vqz.3b587c2c-9579-4c7b-8b3f-e00c69c42981.gz,79,86400,1.0,-15.3421,,True,True,True,404.92199999999997,False,,,,,,,,,,,,,,,,,,,,True,True,-15.342102024230694
