,solver_short_name,solver_uuid,solution_uuid,problem_instance_short_name,problem_instance_uuid,task_uuid,instance_data_object_uuid,instance_data_object_url,num_orbitals,time_limit_seconds,accuracy_tol,reference_energy,calendar_due_date,attempted,solved_within_run_time,solved_within_accuracy_requirement,overall_run_time_seconds,is_resource_estimate,num_logical_qubits,num_shots,num_T_gates_per_shot,re_circuit_repetitions_per_calculation,re_calculation_repetitions,re_total_circuit_repetitions,re_logical_abstract_num_qubits,re_logical_abstract_t_count,re_logical_architecture_description,re_logical_compiled_num_qubits,re_logical_compiled_t_count,re_logical_compiled_num_t_factories,re_physical_architecture_description,re_physical_code_name,re_physical_code_distance,re_physical_runtime,re_physical_num_qubits,re_physical_t_count,re_physical_num_t_factories,submitted_by_calendar_due_date,label,reported_energy
92,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,f7170768-0c5c-40de-aac0-8ff063ae4c24,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,950da653-13ce-4cd7-95d8-5045ab03d4bc,a722dd32-93c7-4fbd-9cf5-f1bf44b2cdae,sftp://sftp.l3harris.com/gsee/fcidump.42_1_star_noncan_0.2_new.a722dd32-93c7-4fbd-9cf5-f1bf44b2cdae.gz,18,172800,0.00159362,-2452.705783831708,2124-03-20T20:48:21.795324+00:00,True,True,False,2.5985872745513916,False,,,,,,,,,,,,,,,,,,,,True,False,-2452.67236947435
101,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,f7170768-0c5c-40de-aac0-8ff063ae4c24,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,13821f5c-78a6-485c-9006-a17a234cde9f,d9707874-28d5-48b6-824e-a2e6c8753437,sftp://sftp.l3harris.com/gsee/fcidump.43_1_star_noncan_0.2_new.d9707874-28d5-48b6-824e-a2e6c8753437.gz,22,172800,0.00159362,-2452.785072302863,2124-03-20T20:48:21.795324+00:00,True,True,False,15.291102170944214,False,,,,,,,,,,,,,,,,,,,,True,False,-2452.744449603564
110,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,f7170768-0c5c-40de-aac0-8ff063ae4c24,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,765594e5-44ac-41a2-89a7-f2ac03536379,727ab190-e399-4bb6-a9b3-20ae57789bac,sftp://sftp.l3harris.com/gsee/fcidump.44_1_star_noncan_0.2_new.727ab190-e399-4bb6-a9b3-20ae57789bac.gz,34,172800,0.00159362,,2124-03-20T20:48:21.795324+00:00,True,True,False,25.0007586479187,False,,,,,,,,,,,,,,,,,,,,True,False,-2453.577834371422
119,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,f7170768-0c5c-40de-aac0-8ff063ae4c24,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,858b9683-fc6c-4ebe-8c33-27f0d848f24f,e986eb83-6b9d-439e-85ca-a9b931eef4a2,sftp://sftp.l3harris.com/gsee/fcidump.45_1_star_noncan_0.2_new.e986eb83-6b9d-439e-85ca-a9b931eef4a2.gz,36,172800,0.00159362,,2124-03-20T20:48:21.795324+00:00,True,True,False,14.586604118347168,False,,,,,,,,,,,,,,,,,,,,True,False,-2454.360323110675
128,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,f7170768-0c5c-40de-aac0-8ff063ae4c24,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,1a013e9f-7eab-4a1b-b486-1d9e2d99e754,6bf3207c-664b-4ed3-8e74-82b42e277234,sftp://sftp.l3harris.com/gsee/fcidump.46_2_noncan_0.2_new.6bf3207c-664b-4ed3-8e74-82b42e277234.gz,19,172800,0.00159362,-2454.21163859541,2124-03-20T20:48:21.795324+00:00,True,True,False,1.727189302444458,False,,,,,,,,,,,,,,,,,,,,True,False,-2454.1497614369446
137,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,f7170768-0c5c-40de-aac0-8ff063ae4c24,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,001a0d11-165a-49c5-a334-643023029f40,fb3ecfad-6450-423e-aa58-d5cddab6f0f6,sftp://sftp.l3harris.com/gsee/fcidump.47_2_noncan_0.2_new.fb3ecfad-6450-423e-aa58-d5cddab6f0f6.gz,28,172800,0.00159362,-2454.563249138352,2124-03-20T20:48:21.795324+00:00,True,True,False,24.626816272735596,False,,,,,,,,,,,,,,,,,,,,True,False,-2450.466344366168
146,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,f7170768-0c5c-40de-aac0-8ff063ae4c24,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,1c9508e3-b9fe-44f1-ae58-c6339ef43f47,dc406285-bac1-4b99-afbf-06728b7d699b,sftp://sftp.l3harris.com/gsee/fcidump.48_2_noncan_0.2_new.dc406285-bac1-4b99-afbf-06728b7d699b.gz,34,172800,0.00159362,-2454.622490265655,2124-03-20T20:48:21.795324+00:00,True,True,False,9.820323944091797,False,,,,,,,,,,,,,,,,,,,,True,False,-2454.5315567816483
155,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,f7170768-0c5c-40de-aac0-8ff063ae4c24,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,6713517a-ab65-4381-aae1-0839dcd6c1a0,af9d6a83-7898-4c13-80eb-a83a533ebf2d,sftp://sftp.l3harris.com/gsee/fcidump.49_2_noncan_0.2_new.af9d6a83-7898-4c13-80eb-a83a533ebf2d.gz,36,172800,0.00159362,-2454.679201689047,2124-03-20T20:48:21.795324+00:00,True,True,False,11.112440824508667,False,,,,,,,,,,,,,,,,,,,,True,False,-2454.534046773326
164,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,3e8bf700-1fc6-4b14-9416-f0cf65bc8db5,benzene,f377cc27-366a-45af-b45a-c8478e4b6199,b86457a4-abf4-43c9-9c08-2397e95b7c0f,4c655f65-1899-469c-975a-a3caec750697,sftp://sftp.l3harris.com/gsee/FCIDUMP_benzene_sto-3g_4c655f65-1899-469c-975a-a3caec750697.gz,30,172800,0.00159362,,,True,True,False,7.327520370483398,False,,,,,,,,,,,,,,,,,,,,True,False,-64.23872629606802
173,CISD,418f060e-496b-4024-8d2d-9b1f8791e76d,3e8bf700-1fc6-4b14-9416-f0cf65bc8db5,benzene,f377cc27-366a-45af-b45a-c8478e4b6199,7148b36a-0571-4a41-9239-19a97339f68a,96ff0e22-a3ab-49f3-aee9-9a1886cbf850,sftp://sftp.l3harris.com/gsee/FCIDUMP_benzene_cc-pvdz_96ff0e22-a3ab-49f3-aee9-9a1886cbf850.gz,108,172800,0.00159362,,,True,True,False,23.407426357269287,False,,,,,,,,,,,,,,,,,,,,True,False,-69.8486811406139
